"Date","Price","Open","High","Low","Change %"
"Jul 04, 2017","4.0383","4.0421","4.0501","4.0234","-0.10%"
"Jul 03, 2017","4.0424","4.0210","4.0545","4.0046","0.47%"
"Jun 30, 2017","4.0233","4.0342","4.0394","3.9989","-0.28%"
"Jun 29, 2017","4.0345","3.9977","4.0475","3.9888","0.94%"
"Jun 28, 2017","3.9968","3.9979","4.0225","3.9659","-0.04%"
"Jun 27, 2017","3.9985","3.9148","4.0022","3.9065","2.15%"
"Jun 26, 2017","3.9144","3.9301","3.9312","3.9059","-0.34%"
"Jun 23, 2017","3.9278","3.9120","3.9333","3.9019","0.40%"
"Jun 22, 2017","3.9120","3.9428","3.9478","3.9053","-0.80%"
"Jun 21, 2017","3.9436","3.9461","3.9526","3.9228","-0.07%"
"Jun 20, 2017","3.9465","3.9282","3.9503","3.9144","0.48%"
"Jun 19, 2017","3.9276","3.9224","3.9394","3.9026","0.13%"
"Jun 16, 2017","3.9224","3.9153","3.9387","3.9099","0.18%"
"Jun 15, 2017","3.9152","3.9125","3.9341","3.9059","0.07%"
"Jun 14, 2017","3.9126","3.9454","3.9530","3.9099","-0.84%"
"Jun 13, 2017","3.9457","3.9386","3.9628","3.9221","0.16%"
"Jun 12, 2017","3.9394","3.9595","3.9675","3.9356","-0.53%"
"Jun 09, 2017","3.9602","3.9531","3.9682","3.9312","0.20%"
"Jun 08, 2017","3.9522","3.9924","4.0057","3.9447","-1.11%"
"Jun 07, 2017","3.9966","3.9640","4.0028","3.9379","0.82%"
"Jun 06, 2017","3.9642","3.9655","3.9888","3.9556","-0.04%"
"Jun 05, 2017","3.9657","3.9628","3.9756","3.9360","0.15%"
"Jun 02, 2017","3.9598","3.9522","3.9741","3.9476","0.19%"
"Jun 01, 2017","3.9522","3.9632","3.9781","3.9487","-0.36%"
"May 31, 2017","3.9663","3.9693","3.9815","3.9444","-0.09%"
"May 30, 2017","3.9700","3.9913","3.9980","3.9538","-0.59%"
"May 29, 2017","3.9935","4.0026","4.0103","3.9899","-0.19%"
"May 26, 2017","4.0010","3.9983","4.0185","3.9789","0.07%"
"May 25, 2017","3.9983","3.9943","4.0121","3.9840","0.10%"
"May 24, 2017","3.9944","3.9920","4.0037","3.9784","0.04%"
"May 23, 2017","3.9929","4.0015","4.0268","3.9907","-0.12%"
"May 22, 2017","3.9977","4.0121","4.0275","3.9771","-0.23%"
"May 19, 2017","4.0068","4.0250","4.0410","3.9954","-0.45%"
"May 18, 2017","4.0249","3.9829","4.0518","3.9792","1.08%"
"May 17, 2017","3.9817","3.9228","3.9872","3.9196","1.51%"
"May 16, 2017","3.9223","3.8942","3.9432","3.8910","0.72%"
"May 15, 2017","3.8942","3.9015","3.9080","3.8862","-0.26%"
"May 12, 2017","3.9043","3.8843","3.9141","3.8819","0.53%"
"May 11, 2017","3.8838","3.8990","3.9022","3.8786","-0.38%"
"May 10, 2017","3.8988","3.9404","3.9524","3.8868","-1.06%"
"May 09, 2017","3.9406","3.9166","3.9439","3.8985","0.62%"
"May 08, 2017","3.9164","3.8983","3.9311","3.8731","0.48%"
"May 05, 2017","3.8976","3.9041","3.9294","3.8902","-0.16%"
"May 04, 2017","3.9039","3.8489","3.9112","3.8409","1.46%"
"May 03, 2017","3.8479","3.8555","3.8670","3.8435","-0.19%"
"May 02, 2017","3.8554","3.8744","3.8826","3.8367","-0.48%"
"May 01, 2017","3.8741","3.8746","3.8846","3.8655","0.10%"
"Apr 28, 2017","3.8702","3.8719","3.8947","3.8629","-0.05%"
"Apr 27, 2017","3.8721","3.9011","3.9036","3.8624","-0.76%"
"Apr 26, 2017","3.9016","3.9107","3.9329","3.8780","-0.25%"
"Apr 25, 2017","3.9112","3.8819","3.9301","3.8756","0.73%"
"Apr 24, 2017","3.8830","3.9756","3.9811","3.8739","-0.57%"
"Apr 21, 2017","3.9051","3.9024","3.9174","3.8880","0.06%"
"Apr 20, 2017","3.9028","3.9335","3.9400","3.8984","-0.80%"
"Apr 19, 2017","3.9341","3.9284","3.9476","3.9165","0.15%"
"Apr 18, 2017","3.9284","3.9394","3.9563","3.9146","-0.27%"
"Apr 17, 2017","3.9392","3.8624","3.9564","3.8466","-0.55%"
"Apr 14, 2017","3.9609","3.8889","3.9674","3.8845","1.87%"
"Apr 13, 2017","3.8883","3.8912","3.9141","3.8754","-0.10%"
"Apr 12, 2017","3.8922","3.9204","3.9310","3.8758","-0.71%"
"Apr 11, 2017","3.9200","3.9508","3.9539","3.9175","-0.80%"
"Apr 10, 2017","3.9518","3.9503","3.9606","3.9329","0.01%"
"Apr 07, 2017","3.9513","3.9501","3.9869","3.9416","0.03%"
"Apr 06, 2017","3.9503","3.9441","3.9765","3.9389","0.15%"
"Apr 05, 2017","3.9445","3.9256","3.9588","3.9127","0.45%"
"Apr 04, 2017","3.9268","3.8906","3.9314","3.8766","0.98%"
"Apr 03, 2017","3.8885","3.8754","3.8950","3.8638","0.41%"
"Mar 31, 2017","3.8726","3.8989","3.9076","3.8654","-0.66%"
"Mar 30, 2017","3.8985","3.9246","3.9309","3.8783","-0.69%"
"Mar 29, 2017","3.9255","3.9541","3.9617","3.9114","-0.76%"
"Mar 28, 2017","3.9556","3.9293","3.9670","3.9179","0.67%"
"Mar 27, 2017","3.9293","3.8988","3.9470","3.8925","0.75%"
"Mar 24, 2017","3.9000","3.9194","3.9255","3.8853","-0.49%"
"Mar 23, 2017","3.9194","3.9075","3.9264","3.8909","0.32%"
"Mar 22, 2017","3.9068","3.9259","3.9318","3.8952","-0.53%"
"Mar 21, 2017","3.9276","3.8836","3.9324","3.8761","1.14%"
"Mar 20, 2017","3.8832","3.9023","3.9167","3.8815","-0.50%"
"Mar 17, 2017","3.9026","3.9030","3.9149","3.8746","-0.02%"
"Mar 16, 2017","3.9033","3.9463","3.9634","3.8751","-1.07%"
"Mar 15, 2017","3.9454","3.9683","3.9846","3.9316","-0.58%"
"Mar 14, 2017","3.9686","3.9870","4.0050","3.9630","-0.44%"
"Mar 13, 2017","3.9863","3.9804","4.0069","3.9756","0.14%"
"Mar 10, 2017","3.9806","3.9924","4.0008","3.9573","-0.30%"
"Mar 09, 2017","3.9925","3.9489","4.0110","3.9384","1.09%"
"Mar 08, 2017","3.9494","3.8885","3.9565","3.8759","1.55%"
"Mar 07, 2017","3.8893","3.9301","3.9373","3.8813","-1.02%"
"Mar 06, 2017","3.9292","3.9330","3.9583","3.9242","-0.11%"
"Mar 03, 2017","3.9337","3.9179","3.9535","3.9009","0.44%"
"Mar 02, 2017","3.9166","3.8553","3.9222","3.8433","1.61%"
"Mar 01, 2017","3.8544","3.8567","3.8749","3.8207","-0.09%"
"Feb 28, 2017","3.8577","3.8182","3.8645","3.8106","1.01%"
"Feb 27, 2017","3.8190","3.8100","3.8239","3.7885","0.24%"
"Feb 24, 2017","3.8100","3.7776","3.8142","3.7723","0.88%"
"Feb 23, 2017","3.7768","3.7796","3.7941","3.7622","-0.07%"
"Feb 22, 2017","3.7793","3.8152","3.8270","3.7780","-0.93%"
"Feb 21, 2017","3.8147","3.8456","3.8479","3.8095","-0.84%"
"Feb 20, 2017","3.8469","3.8535","3.8668","3.8379","-0.13%"
"Feb 17, 2017","3.8519","3.9144","3.9202","3.8460","-1.57%"
"Feb 16, 2017","3.9135","3.8788","3.9232","3.8746","0.86%"
"Feb 15, 2017","3.8801","3.8609","3.9019","3.8436","0.49%"
"Feb 14, 2017","3.8611","3.8910","3.8954","3.8577","-0.77%"
"Feb 13, 2017","3.8912","3.9299","3.9381","3.8826","-1.04%"
"Feb 10, 2017","3.9322","3.9251","3.9426","3.8958","0.20%"
"Feb 09, 2017","3.9243","3.9783","3.9810","3.9200","-1.38%"
"Feb 08, 2017","3.9792","4.0009","4.0050","3.9543","-0.54%"
"Feb 07, 2017","4.0009","3.9605","4.0113","3.9489","1.03%"
"Feb 06, 2017","3.9602","3.9863","3.9977","3.9373","-0.68%"
"Feb 03, 2017","3.9875","4.0207","4.0420","3.9685","-0.82%"
"Feb 02, 2017","4.0206","4.0598","4.0705","4.0127","-0.98%"
"Feb 01, 2017","4.0605","4.0755","4.0952","4.0498","-0.34%"
"Jan 31, 2017","4.0743","4.0437","4.0857","4.0340","0.74%"
"Jan 30, 2017","4.0445","4.1467","4.1604","4.0263","-2.51%"
"Jan 27, 2017","4.1486","4.1056","4.1719","4.1052","1.02%"
"Jan 26, 2017","4.1066","4.1181","4.1573","4.0854","-0.27%"
"Jan 25, 2017","4.1179","4.0624","4.1395","4.0537","1.43%"
"Jan 24, 2017","4.0598","4.0432","4.1062","4.0102","0.37%"
"Jan 23, 2017","4.0447","4.0251","4.0640","4.0247","0.36%"
"Jan 20, 2017","4.0302","4.0831","4.0934","4.0226","-1.26%"
"Jan 19, 2017","4.0815","4.0354","4.0880","4.0305","1.13%"
"Jan 18, 2017","4.0359","4.0285","4.0565","4.0144","0.16%"
"Jan 17, 2017","4.0293","4.0317","4.0647","4.0161","-0.11%"
"Jan 16, 2017","4.0336","3.9523","4.0468","3.9455","1.79%"
"Jan 13, 2017","3.9628","3.9920","4.0759","3.9543","-0.68%"
"Jan 12, 2017","3.9900","4.0897","4.1769","3.9811","-2.44%"
"Jan 11, 2017","4.0899","3.9981","4.1293","3.9970","2.28%"
"Jan 10, 2017","3.9987","3.9270","4.0144","3.9249","1.85%"
"Jan 09, 2017","3.9260","3.8399","3.9522","3.8305","2.27%"
"Jan 06, 2017","3.8388","3.8115","3.8452","3.8030","0.73%"
"Jan 05, 2017","3.8108","3.7467","3.8329","3.7414","1.73%"
"Jan 04, 2017","3.7460","3.7395","3.7525","3.7210","0.15%"
"Jan 03, 2017","3.7403","3.7062","3.7464","3.7029","0.89%"
"Jan 02, 2017","3.7073","3.7153","3.7235","3.6999","-0.06%"
"Dec 30, 2016","3.7097","3.6963","3.7531","3.6937","0.37%"
"Dec 29, 2016","3.6961","3.6864","3.7077","3.6799","0.27%"
"Dec 28, 2016","3.6862","3.6824","3.7027","3.6766","0.10%"
"Dec 27, 2016","3.6824","3.6709","3.6907","3.6576","0.29%"
"Dec 26, 2016","3.6719","3.6787","3.6819","3.6611","-0.15%"
"Dec 23, 2016","3.6774","3.6652","3.6795","3.6557","0.35%"
"Dec 22, 2016","3.6644","3.6570","3.6846","3.6540","0.18%"
"Dec 21, 2016","3.6578","3.6641","3.6793","3.6431","-0.18%"
"Dec 20, 2016","3.6644","3.6768","3.6818","3.6351","-0.30%"
"Dec 19, 2016","3.6753","3.6620","3.6932","3.6426","0.28%"
"Dec 16, 2016","3.6650","3.6591","3.6732","3.6433","0.21%"
"Dec 15, 2016","3.6572","3.7216","3.7275","3.6469","-1.74%"
"Dec 14, 2016","3.7218","3.7080","3.7271","3.6637","0.35%"
"Dec 13, 2016","3.7087","3.6896","3.7325","3.6686","0.54%"
"Dec 12, 2016","3.6889","3.6788","3.7498","3.6645","0.16%"
"Dec 09, 2016","3.6829","3.6557","3.6990","3.6322","0.76%"
"Dec 08, 2016","3.6553","3.6444","3.7297","3.6043","0.27%"
"Dec 07, 2016","3.6454","3.6942","3.7087","3.6370","-1.28%"
"Dec 06, 2016","3.6928","3.7923","3.8081","3.6785","-2.62%"
"Dec 05, 2016","3.7923","3.7584","3.8087","3.7132","0.97%"
"Dec 02, 2016","3.7557","3.7367","3.8190","3.7163","0.54%"
"Dec 01, 2016","3.7357","3.6385","3.7382","3.6326","2.65%"
"Nov 30, 2016","3.6391","3.6301","3.6496","3.6193","0.25%"
"Nov 29, 2016","3.6300","3.6241","3.6396","3.6145","0.15%"
"Nov 28, 2016","3.6246","3.6519","3.6667","3.6147","-0.67%"
"Nov 25, 2016","3.6490","3.6355","3.6719","3.6324","0.36%"
"Nov 24, 2016","3.6359","3.5821","3.6552","3.5628","1.49%"
"Nov 23, 2016","3.5825","3.5979","3.6145","3.5777","-0.39%"
"Nov 22, 2016","3.5966","3.5720","3.6028","3.5597","0.65%"
"Nov 21, 2016","3.5732","3.5722","3.6101","3.5614","-0.01%"
"Nov 18, 2016","3.5737","3.5812","3.6128","3.5610","-0.22%"
"Nov 17, 2016","3.5816","3.5514","3.5905","3.5427","0.80%"
"Nov 16, 2016","3.5530","3.5295","3.5654","3.5210","0.71%"
"Nov 15, 2016","3.5280","3.5314","3.5425","3.5158","-0.12%"
"Nov 14, 2016","3.5324","3.5231","3.5562","3.5067","0.05%"
"Nov 11, 2016","3.5306","3.5425","3.5675","3.5079","-0.30%"
"Nov 10, 2016","3.5412","3.5018","3.5530","3.4874","1.13%"
"Nov 09, 2016","3.5018","3.4785","3.6862","3.4701","0.66%"
"Nov 08, 2016","3.4787","3.4979","3.5244","3.4745","-0.54%"
"Nov 07, 2016","3.4977","3.5151","3.5158","3.4762","-0.54%"
"Nov 04, 2016","3.5168","3.4538","3.5327","3.4521","1.82%"
"Nov 03, 2016","3.4539","3.4553","3.4761","3.4352","-0.04%"
"Nov 02, 2016","3.4552","3.4405","3.4756","3.4383","0.44%"
"Nov 01, 2016","3.4400","3.3976","3.4569","3.3885","1.25%"
"Oct 31, 2016","3.3974","3.4096","3.4207","3.3903","-0.47%"
"Oct 28, 2016","3.4135","3.3933","3.4249","3.3851","0.60%"
"Oct 27, 2016","3.3931","3.3608","3.4007","3.3581","0.95%"
"Oct 26, 2016","3.3613","3.3443","3.3782","3.3390","0.52%"
"Oct 25, 2016","3.3438","3.3453","3.3630","3.3367","-0.10%"
"Oct 24, 2016","3.3472","3.3546","3.3622","3.3417","-0.19%"
"Oct 21, 2016","3.3537","3.3439","3.3613","3.3289","0.27%"
"Oct 20, 2016","3.3447","3.3603","3.3847","3.3361","-0.45%"
"Oct 19, 2016","3.3598","3.3981","3.4038","3.3502","-1.15%"
"Oct 18, 2016","3.3988","3.4063","3.4227","3.3931","-0.20%"
"Oct 17, 2016","3.4055","3.3901","3.4226","3.3843","0.44%"
"Oct 14, 2016","3.3906","3.4123","3.4148","3.3805","-0.62%"
"Oct 13, 2016","3.4118","3.3962","3.4247","3.3915","0.45%"
"Oct 12, 2016","3.3965","3.4091","3.4141","3.3883","-0.37%"
"Oct 11, 2016","3.4091","3.4207","3.4335","3.4034","-0.36%"
"Oct 10, 2016","3.4213","3.4150","3.4381","3.3996","0.11%"
"Oct 07, 2016","3.4175","3.3893","3.4209","3.3828","0.83%"
"Oct 06, 2016","3.3895","3.4188","3.4259","3.3855","-0.88%"
"Oct 05, 2016","3.4195","3.4259","3.4432","3.4171","-0.20%"
"Oct 04, 2016","3.4263","3.3850","3.4362","3.3779","1.24%"
"Oct 03, 2016","3.3844","3.3697","3.3966","3.3669","0.39%"
"Sep 30, 2016","3.3714","3.3679","3.3775","3.3479","0.14%"
"Sep 29, 2016","3.3666","3.3424","3.3767","3.3384","0.73%"
"Sep 28, 2016","3.3422","3.3357","3.3506","3.3266","0.19%"
"Sep 27, 2016","3.3360","3.3551","3.3576","3.3333","-0.56%"
"Sep 26, 2016","3.3548","3.3304","3.3671","3.3298","0.71%"
"Sep 23, 2016","3.3310","3.2991","3.3334","3.2945","0.95%"
"Sep 22, 2016","3.2995","3.3086","3.3193","3.2948","-0.21%"
"Sep 21, 2016","3.3065","3.3226","3.3283","3.2993","-0.46%"
"Sep 20, 2016","3.3218","3.3262","3.3371","3.3182","-0.15%"
"Sep 19, 2016","3.3267","3.3234","3.3338","3.3139","0.02%"
"Sep 16, 2016","3.3260","3.3378","3.3430","3.3173","-0.35%"
"Sep 15, 2016","3.3378","3.3508","3.3569","3.3308","-0.42%"
"Sep 14, 2016","3.3518","3.3475","3.3559","3.3401","0.09%"
"Sep 13, 2016","3.3487","3.3343","3.3603","3.3278","0.45%"
"Sep 12, 2016","3.3337","3.3352","3.3623","3.3260","0.17%"
"Sep 09, 2016","3.3281","3.3251","3.3506","3.3232","0.14%"
"Sep 08, 2016","3.3234","3.3003","3.3304","3.2952","0.68%"
"Sep 07, 2016","3.3011","3.2890","3.3087","3.2817","0.36%"
"Sep 06, 2016","3.2894","3.2837","3.2986","3.2778","0.19%"
"Sep 05, 2016","3.2833","3.2899","3.2973","3.2806","-0.26%"
"Sep 02, 2016","3.2920","3.3162","3.3244","3.2875","-0.71%"
"Sep 01, 2016","3.3157","3.3009","3.3277","3.2894","0.45%"
"Aug 31, 2016","3.3008","3.3024","3.3085","3.2898","-0.03%"
"Aug 30, 2016","3.3018","3.3016","3.3081","3.2948","0.01%"
"Aug 29, 2016","3.3016","3.3051","3.3114","3.2950","-0.18%"
"Aug 26, 2016","3.3077","3.3100","3.3251","3.2972","-0.10%"
"Aug 25, 2016","3.3109","3.3252","3.3291","3.3058","-0.42%"
"Aug 24, 2016","3.3247","3.3388","3.3525","3.3129","-0.41%"
"Aug 23, 2016","3.3385","3.3285","3.3407","3.3206","0.26%"
"Aug 22, 2016","3.3298","3.3118","3.3363","3.3115","0.36%"
"Aug 19, 2016","3.3178","3.3228","3.3371","3.3114","-0.18%"
"Aug 18, 2016","3.3237","3.2980","3.3285","3.2940","0.75%"
"Aug 17, 2016","3.2988","3.3041","3.3131","3.2927","-0.16%"
"Aug 16, 2016","3.3042","3.2889","3.3124","3.2827","0.47%"
"Aug 15, 2016","3.2889","3.3027","3.3063","3.2859","-0.43%"
"Aug 12, 2016","3.3030","3.2946","3.3104","3.2885","0.29%"
"Aug 11, 2016","3.2936","3.3051","3.3131","3.2877","-0.36%"
"Aug 10, 2016","3.3056","3.2986","3.3104","3.2931","0.15%"
"Aug 09, 2016","3.3005","3.3093","3.3125","3.2957","-0.31%"
"Aug 08, 2016","3.3106","3.3272","3.3329","3.3003","-0.41%"
"Aug 05, 2016","3.3243","3.3508","3.3544","3.3192","-0.80%"
"Aug 04, 2016","3.3510","3.3590","3.3720","3.3460","-0.28%"
"Aug 03, 2016","3.3603","3.3589","3.3831","3.3547","0.05%"
"Aug 02, 2016","3.3587","3.3381","3.3655","3.3342","0.62%"
"Aug 01, 2016","3.3380","3.3445","3.3495","3.3196","-0.03%"
"Jul 29, 2016","3.3391","3.3367","3.3556","3.3312","0.07%"
"Jul 28, 2016","3.3366","3.3380","3.3585","3.3287","-0.05%"
"Jul 27, 2016","3.3382","3.3455","3.3527","3.3264","-0.23%"
"Jul 26, 2016","3.3460","3.3396","3.3584","3.3215","0.22%"
"Jul 25, 2016","3.3388","3.3613","3.3784","3.3150","-0.75%"
"Jul 22, 2016","3.3640","3.3883","3.3958","3.3492","-0.63%"
"Jul 21, 2016","3.3853","3.4030","3.4082","3.3634","-0.53%"
"Jul 20, 2016","3.4035","3.3548","3.4098","3.3155","1.41%"
"Jul 19, 2016","3.3562","3.2994","3.3727","3.2814","1.78%"
"Jul 18, 2016","3.2975","3.3348","3.3450","3.2325","-1.06%"
"Jul 15, 2016","3.3327","3.1989","3.3657","3.1955","4.13%"
"Jul 14, 2016","3.2006","3.2161","3.2317","3.1963","-0.47%"
"Jul 13, 2016","3.2158","3.1938","3.2314","3.1907","0.72%"
"Jul 12, 2016","3.1929","3.2119","3.2180","3.1906","-0.59%"
"Jul 11, 2016","3.2118","3.1966","3.2164","3.1881","0.49%"
"Jul 08, 2016","3.1962","3.2506","3.2588","3.1876","-1.62%"
"Jul 07, 2016","3.2489","3.2605","3.2645","3.2361","-0.34%"
"Jul 06, 2016","3.2601","3.2441","3.2677","3.2334","0.48%"
"Jul 05, 2016","3.2445","3.2411","3.2642","3.2301","0.06%"
"Jul 04, 2016","3.2424","3.2338","3.2445","3.2058","0.33%"
"Jul 01, 2016","3.2316","3.1950","3.2355","3.1803","1.12%"
"Jun 30, 2016","3.1959","3.2170","3.2258","3.1776","-0.57%"
"Jun 29, 2016","3.2142","3.2136","3.2265","3.1935","0.01%"
"Jun 28, 2016","3.2140","3.2407","3.2527","3.1928","-0.86%"
"Jun 27, 2016","3.2420","3.2420","3.2586","3.2180","-0.45%"
"Jun 24, 2016","3.2565","3.2511","3.3264","3.2186","0.17%"
"Jun 23, 2016","3.2511","3.2698","3.2877","3.2382","-0.54%"
"Jun 22, 2016","3.2689","3.2741","3.2915","3.2643","-0.06%"
"Jun 21, 2016","3.2710","3.2856","3.2964","3.2675","-0.52%"
"Jun 20, 2016","3.2881","3.3082","3.3252","3.2799","-0.39%"
"Jun 17, 2016","3.3009","3.2900","3.3091","3.2894","0.32%"
"Jun 16, 2016","3.2904","3.2933","3.3215","3.2744","-0.09%"
"Jun 15, 2016","3.2934","3.2919","3.3007","3.2778","0.03%"
"Jun 14, 2016","3.2923","3.2957","3.3051","3.2761","-0.14%"
"Jun 13, 2016","3.2969","3.2929","3.3047","3.2805","0.04%"
"Jun 10, 2016","3.2955","3.2738","3.3100","3.2698","0.70%"
"Jun 09, 2016","3.2725","3.2983","3.3041","3.2681","-0.73%"
"Jun 08, 2016","3.2964","3.2894","3.2993","3.2766","0.18%"
"Jun 07, 2016","3.2905","3.2971","3.3087","3.2858","-0.21%"
"Jun 06, 2016","3.2973","3.2973","3.3157","3.2921","-0.07%"
"Jun 03, 2016","3.2996","3.2873","3.3111","3.2780","0.35%"
"Jun 02, 2016","3.2882","3.2915","3.3090","3.2854","-0.11%"
"Jun 01, 2016","3.2917","3.2845","3.3024","3.2750","0.26%"
"May 31, 2016","3.2833","3.2939","3.2997","3.2783","-0.35%"
"May 30, 2016","3.2949","3.2874","3.3014","3.2824","0.23%"
"May 27, 2016","3.2872","3.2839","3.2976","3.2809","0.07%"
"May 26, 2016","3.2849","3.2784","3.2952","3.2725","0.27%"
"May 25, 2016","3.2760","3.2785","3.2942","3.2638","-0.14%"
"May 24, 2016","3.2805","3.3613","3.3742","3.2757","-2.37%"
"May 23, 2016","3.3603","3.3393","3.3636","3.3356","0.59%"
"May 20, 2016","3.3405","3.3444","3.3550","3.3278","-0.18%"
"May 19, 2016","3.3464","3.3561","3.3660","3.3445","-0.23%"
"May 18, 2016","3.3541","3.3528","3.3702","3.3413","0.03%"
"May 17, 2016","3.3531","3.3699","3.3712","3.3495","-0.49%"
"May 16, 2016","3.3695","3.3588","3.3840","3.3506","0.32%"
"May 13, 2016","3.3586","3.3681","3.3733","3.3451","-0.34%"
"May 12, 2016","3.3702","3.3784","3.3840","3.3525","-0.16%"
"May 11, 2016","3.3757","3.3584","3.3910","3.3488","0.57%"
"May 10, 2016","3.3565","3.3505","3.3666","3.3365","0.13%"
"May 09, 2016","3.3523","3.3386","3.3649","3.3201","0.41%"
"May 06, 2016","3.3386","3.3351","3.3601","3.3183","0.10%"
"May 05, 2016","3.3351","3.4015","3.4036","3.3084","-2.00%"
"May 04, 2016","3.4030","3.2771","3.4259","3.2684","3.90%"
"May 03, 2016","3.2754","3.2355","3.2875","3.2255","1.25%"
"May 02, 2016","3.2351","3.2002","3.2370","3.1968","1.02%"
"Apr 29, 2016","3.2025","3.1938","3.2084","3.1839","0.28%"
"Apr 28, 2016","3.1935","3.1910","3.2104","3.1787","0.06%"
"Apr 27, 2016","3.1915","3.1871","3.2107","3.1799","0.14%"
"Apr 26, 2016","3.1871","3.2021","3.2107","3.1756","-0.55%"
"Apr 25, 2016","3.2046","3.1977","3.2134","3.1897","0.13%"
"Apr 22, 2016","3.2003","3.1961","3.2051","3.1756","0.07%"
"Apr 21, 2016","3.1981","3.1750","3.2139","3.1719","0.60%"
"Apr 20, 2016","3.1789","3.2134","3.2294","3.1719","-1.14%"
"Apr 19, 2016","3.2157","3.2113","3.2251","3.1970","0.08%"
"Apr 18, 2016","3.2130","3.2196","3.2352","3.2058","-0.24%"
"Apr 15, 2016","3.2207","3.2101","3.2344","3.2042","0.29%"
"Apr 14, 2016","3.2113","3.2071","3.2304","3.2010","0.06%"
"Apr 13, 2016","3.2094","3.2264","3.2382","3.2007","-0.59%"
"Apr 12, 2016","3.2284","3.2297","3.2429","3.2176","-0.12%"
"Apr 11, 2016","3.2322","3.2492","3.2588","3.2083","-0.50%"
"Apr 08, 2016","3.2484","3.2544","3.2619","3.2271","-0.23%"
"Apr 07, 2016","3.2559","3.2364","3.2621","3.2237","0.55%"
"Apr 06, 2016","3.2380","3.2227","3.2538","3.2038","0.42%"
"Apr 05, 2016","3.2244","3.2007","3.2347","3.1961","0.63%"
"Apr 04, 2016","3.2043","3.2137","3.2275","3.1895","-0.30%"
"Apr 01, 2016","3.2138","3.2040","3.2320","3.1998","0.25%"
"Mar 31, 2016","3.2057","3.2136","3.2214","3.1989","-0.30%"
"Mar 30, 2016","3.2153","3.2021","3.2220","3.1956","0.35%"
"Mar 29, 2016","3.2041","3.2099","3.2220","3.1941","-0.24%"
"Mar 28, 2016","3.2119","3.2033","3.2232","3.2023","0.01%"
"Mar 25, 2016","3.2117","3.2082","3.2198","3.1988","0.07%"
"Mar 24, 2016","3.2096","3.2137","3.2260","3.2037","-0.27%"
"Mar 23, 2016","3.2182","3.2125","3.2265","3.2011","0.08%"
"Mar 22, 2016","3.2157","3.2151","3.2355","3.2072","0.07%"
"Mar 21, 2016","3.2133","3.2301","3.2486","3.2091","-0.57%"
"Mar 18, 2016","3.2318","3.2145","3.2374","3.2097","0.48%"
"Mar 17, 2016","3.2165","3.2178","3.2509","3.2049","-0.10%"
"Mar 16, 2016","3.2198","3.2184","3.2502","3.2095","-0.01%"
"Mar 15, 2016","3.2201","3.1864","3.2321","3.1784","1.01%"
"Mar 14, 2016","3.1879","3.1947","3.2190","3.1720","-0.28%"
"Mar 11, 2016","3.1970","3.2302","3.2420","3.1778","-1.09%"
"Mar 10, 2016","3.2323","3.1814","3.2569","3.1118","1.55%"
"Mar 09, 2016","3.1831","3.2048","3.2119","3.1708","-0.77%"
"Mar 08, 2016","3.2077","3.2093","3.2358","3.1937","-0.12%"
"Mar 07, 2016","3.2116","3.1978","3.2191","3.1823","0.36%"
"Mar 04, 2016","3.2002","3.1855","3.2210","3.1731","0.35%"
"Mar 03, 2016","3.1889","3.1790","3.2034","3.1639","0.31%"
"Mar 02, 2016","3.1792","3.1874","3.2014","3.1740","-0.36%"
"Mar 01, 2016","3.1906","3.2223","3.2316","3.1745","-1.05%"
"Feb 29, 2016","3.2243","3.2681","3.2760","3.2051","-1.46%"
"Feb 26, 2016","3.2720","3.2258","3.2815","3.2165","1.38%"
"Feb 25, 2016","3.2276","3.2315","3.2470","3.2074","-0.19%"
"Feb 24, 2016","3.2337","3.2420","3.2580","3.2165","-0.32%"
"Feb 23, 2016","3.2441","3.2369","3.2551","3.2176","0.16%"
"Feb 22, 2016","3.2390","3.2825","3.2892","3.2248","-1.44%"
"Feb 19, 2016","3.2864","3.2957","3.3151","3.2747","-0.39%"
"Feb 18, 2016","3.2993","3.2878","3.3118","3.2718","0.29%"
"Feb 17, 2016","3.2896","3.3149","3.3340","3.2735","-0.86%"
"Feb 16, 2016","3.3180","3.2841","3.3228","3.2795","0.96%"
"Feb 15, 2016","3.2864","3.2963","3.3108","3.2775","-0.38%"
"Feb 12, 2016","3.2988","3.3171","3.3271","3.2786","-0.61%"
"Feb 11, 2016","3.3190","3.2973","3.3449","3.2882","0.62%"
"Feb 10, 2016","3.2987","3.3192","3.3272","3.2534","-0.67%"
"Feb 09, 2016","3.3209","3.2984","3.3388","3.2869","0.62%"
"Feb 08, 2016","3.3003","3.2581","3.3056","3.2417","1.17%"
"Feb 05, 2016","3.2621","3.2618","3.2719","3.2362","-0.04%"
"Feb 04, 2016","3.2635","3.2367","3.2715","3.2200","0.78%"
"Feb 03, 2016","3.2384","3.2212","3.2634","3.1958","0.47%"
"Feb 02, 2016","3.2232","3.2061","3.2347","3.2025","0.50%"
"Feb 01, 2016","3.2073","3.1998","3.2398","3.1928","0.15%"
"Jan 29, 2016","3.2025","3.2461","3.2528","3.1933","-1.40%"
"Jan 28, 2016","3.2481","3.2677","3.2742","3.2350","-0.69%"
"Jan 27, 2016","3.2706","3.2692","3.2821","3.2427","-0.01%"
